0 561 0 279
204 562 0 280
8 392 0 281
205 563 0 282
206 564 1 283
207 565 1 284
73 440 0 285
200 566 1 286
154 399 0 287
67 347 0 288
154 567 0 289
41 568 0 290
52 569 0 291
59 570 1 292
208 571 0 293
31 572 0 294
59 573 1 295
154 574 0 296
8 575 1 297
209 576 0 298
210 341 0 299
106 427 0 300
195 452 1 301
211 577 1 302
212 532 0 303
213 578 0 304
214 408 0 305
215 579 0 306
26 580 0 307
166 581 1 308
216 517 0 309
217 582 0 310
112 583 0 311
218 584 0 312
219 585 0 313
220 536 0 314
99 360 0 315
221 488 0 316
49 586 1 317
135 587 0 318
222 588 1 319
63 589 0 320
139 436 0 321
116 590 0 322
208 591 1 323
47 501 0 324
155 592 1 325
223 593 0 326
134 594 0 327
195 476 1 328
138 385 0 329
224 595 0 330
225 578 0 331
226 596 0 332
227 597 0 333
228 527 0 334
225 598 0 335
229 599 0 336
128 334 0 337
230 572 0 338
214 600 0 339
231 371 0 340
232 601 0 341
233 602 0 342
118 603 1 343
41 517 0 344
234 521 1 345
235 604 1 346
23 605 0 347
212 606 0 348
191 421 0 349
236 485 1 350
237 434 0 351
3 397 1 352
238 384 1 353
31 531 0 354
70 607 0 355
239 608 1 356
145 609 0 357
240 485 0 358
27 610 0 359
26 611 0 360
241 415 1 361
195 529 0 362
75 612 1 363
183 613 0 364
73 614 0 365
52 615 0 366
242 350 0 367
94 616 0 368
5 433 0 369
3 412 0 370
212 521 0 371
199 617 1 372
243 618 0 373
94 619 0 374
127 564 0 375
244 428 1 376
203 469 0 377
245 620 1 378
246 621 0 379
247 622 0 380
66 623 0 381
159 624 0 382
200 625 0 383
1 530 0 384
248 563 0 385
249 626 0 386
8 497 0 387
250 627 1 388
251 628 1 389
98 629 0 390
165 417 0 391
170 630 0 392
252 411 0 393
73 346 1 394
224 631 0 395
253 632 0 396
254 633 0 397
203 634 0 398
105 635 0 399
50 636 0 400
255 637 0 401
256 469 0 402
79 638 0 403
67 639 0 404
257 599 1 405
258 640 1 406
259 622 0 407
260 468 0 408
45 641 0 409
1 642 0 410
261 385 0 411
2 643 0 412
157 379 0 413
15 371 0 414
139 644 0 415
262 645 0 416
263 501 0 417
215 336 0 418
200 646 0 419
264 579 0 420
12 619 0 421
265 488 0 422
266 420 0 423
243 647 0 424
267 648 0 425
268 649 1 426
172 622 0 427
146 650 0 428
181 651 1 429
246 455 0 430
52 652 0 431
49 653 1 432
269 488 0 433
218 483 0 434
270 654 0 435
271 655 0 436
272 389 1 437
73 656 0 438
273 503 1 439
274 657 0 440
275 366 0 441
220 525 0 442
276 658 0 443
209 659 0 444
112 660 0 445
277 661 0 446
278 366 0 447
279 550 0 448
280 342 0 449
27 472 0 450
281 349 0 451
31 662 0 452
50 527 0 453
282 650 0 454
59 384 1 455
283 663 0 456
284 330 0 457
209 664 0 458
285 471 0 459
1 665 0 460
252 584 0 461
286 355 0 462
135 666 0 463
8 484 0 464
287 398 0 465
274 667 1 466
288 668 0 467
289 521 0 468
2 669 0 469
290 670 1 470
2 671 0 471
95 672 0 472
291 354 0 473
292 541 1 474
118 633 0 475
293 673 1 476
294 383 0 477
120 485 0 478
31 447 0 479
182 674 1 480
295 675 1 481
1 676 0 482
296 677 0 483
134 678 0 484
86 679 0 485
26 680 0 486
66 381 0 487
18 681 0 488
152 682 0 489
297 683 1 490
225 684 0 491
283 339 0 492
2 685 0 493
298 686 0 494
299 687 1 495
3 688 0 496
300 455 1 497
159 689 0 498
301 690 1 499
50 550 0 500
302 492 0 501
65 691 0 502
51 692 0 503
213 377 0 504
303 693 0 505
41 440 0 506
218 490 0 507
35 694 1 508
161 373 0 509
260 695 0 510
304 337 0 511
265 521 0 512
305 696 0 513
306 697 1 514
46 471 0 515
67 698 0 516
16 699 0 517
135 700 0 518
110 490 0 519
23 701 0 520
307 702 1 521
215 371 0 522
117 574 0 523
67 654 0 524
308 349 0 525
218 703 1 526
93 540 1 527
276 704 0 528
309 534 0 529
20 474 0 530
244 344 1 531
140 567 0 532
310 705 0 533
200 706 0 534
89 450 1 535
128 707 0 536
209 332 0 537
283 360 0 538
311 572 0 539
248 666 0 540
125 337 0 541
312 447 0 542
41 684 0 543
313 434 0 544
166 708 0 545
270 352 0 546
73 709 0 547
236 434 0 548
314 710 1 549
315 711 0 550
172 712 0 551
164 713 0 552
60 507 0 553
189 517 0 554
316 469 0 555
317 567 0 556
161 391 0 557
157 644 0 558
318 655 0 559
319 714 0 560
199 715 1 561
320 716 1 562
117 471 0 563
123 631 0 564
7 717 1 565
120 718 0 566
18 381 0 567
191 719 0 568
34 379 0 569
226 720 1 570
321 455 1 571
322 721 0 572
3 350 0 573
46 434 0 574
286 364 0 575
183 567 0 576
110 494 0 577
323 722 1 578
198 341 0 579
30 723 0 580
279 724 0 581
324 521 0 582
181 486 0 583
52 512 0 584
243 500 0 585
63 711 0 586
126 567 0 587
209 425 0 588
159 509 0 589
325 536 0 590
326 377 0 591
327 367 0 592
118 563 0 593
328 471 0 594
248 725 0 595
63 726 0 596
329 354 0 597
290 727 1 598
46 728 0 599
