0 330 0 0
1 331 0 1
2 332 0 2
3 333 0 3
4 334 0 4
5 335 0 5
3 336 1 6
6 337 0 7
7 338 0 8
8 339 0 9
9 340 0 10
10 341 0 11
11 342 0 12
12 343 0 13
2 344 0 14
13 345 0 15
14 346 1 16
15 347 0 17
16 348 0 18
1 349 0 19
17 350 0 20
18 351 0 21
19 352 1 22
20 353 0 23
21 354 0 24
22 347 0 25
23 355 0 26
24 356 0 27
25 357 0 28
26 358 0 29
3 359 0 30
27 360 0 31
28 361 0 32
29 362 1 33
30 342 0 34
31 363 0 35
0 364 0 36
32 365 0 37
33 366 0 38
34 367 0 39
35 368 1 40
36 369 1 41
37 370 0 42
38 371 0 43
34 372 0 44
39 373 0 45
40 374 0 46
41 375 0 47
42 376 0 48
43 377 0 49
44 378 1 50
45 379 0 51
46 380 0 52
15 381 0 53
47 382 0 54
48 383 0 55
49 384 1 56
50 385 0 57
51 386 0 58
52 387 0 59
53 388 0 60
46 389 0 61
54 390 0 62
55 391 0 63
56 392 0 64
57 393 0 65
58 394 1 66
59 395 1 67
60 396 0 68
61 397 1 69
62 398 0 70
63 399 0 71
64 400 0 72
18 401 0 73
3 402 0 74
65 403 0 75
66 404 0 76
67 405 0 77
68 406 1 78
13 379 0 79
69 386 0 80
70 407 0 81
71 408 0 82
72 409 0 83
73 410 0 84
12 367 0 85
46 411 0 86
74 412 0 87
75 413 1 88
76 414 1 89
77 415 0 90
78 416 0 91
15 417 0 92
79 357 0 93
80 391 1 94
81 418 1 95
82 419 1 96
4 420 0 97
83 421 0 98
84 422 0 99
85 423 1 100
86 424 0 101
87 425 1 102
88 426 0 103
89 427 0 104
90 428 1 105
91 429 0 106
92 430 1 107
93 334 0 108
94 412 0 109
95 431 0 110
29 432 0 111
96 433 0 112
97 434 0 113
46 435 0 114
23 436 0 115
73 437 1 116
65 438 0 117
98 439 0 118
99 440 0 119
77 441 0 120
100 442 0 121
15 443 0 122
101 351 0 123
52 444 0 124
102 445 1 125
103 446 1 126
104 447 0 127
56 448 0 128
105 449 1 129
106 450 0 130
107 451 1 131
108 452 1 132
109 453 1 133
110 454 0 134
111 341 0 135
112 367 0 136
113 455 0 137
114 456 1 138
60 457 0 139
115 394 1 140
116 409 0 141
117 458 0 142
118 459 1 143
84 460 0 144
119 461 1 145
90 462 1 146
3 399 0 147
120 463 0 148
121 464 0 149
2 465 0 150
122 466 0 151
6 467 0 152
123 468 0 153
124 469 0 154
77 354 0 155
125 470 0 156
126 471 0 157
127 450 1 158
128 472 0 159
129 342 0 160
11 473 0 161
130 337 0 162
69 474 0 163
131 475 1 164
73 476 0 165
34 477 0 166
132 337 0 167
133 478 1 168
1 479 0 169
134 480 0 170
132 481 0 171
54 482 0 172
135 483 0 173
136 359 0 174
67 389 0 175
9 460 0 176
137 484 0 177
138 485 0 178
139 471 0 179
123 486 0 180
140 487 0 181
141 488 0 182
142 489 1 183
143 490 0 184
144 491 0 185
105 492 0 186
2 493 0 187
145 414 0 188
93 361 0 189
146 494 0 190
147 495 0 191
148 385 0 192
149 411 0 193
150 496 1 194
151 497 0 195
152 498 0 196
46 499 0 197
153 425 0 198
154 500 0 199
100 501 0 200
134 502 0 201
155 503 1 202
146 499 0 203
69 504 1 204
156 505 0 205
157 490 0 206
158 444 0 207
159 506 0 208
91 507 0 209
160 434 0 210
1 508 0 211
112 374 0 212
161 509 0 213
126 366 0 214
73 510 0 215
162 511 0 216
163 512 0 217
164 513 1 218
165 514 0 219
166 515 0 220
167 516 0 221
168 517 0 222
169 518 1 223
170 519 0 224
171 520 0 225
15 478 0 226
172 521 0 227
173 522 0 228
174 434 0 229
65 523 0 230
175 524 0 231
176 337 1 232
46 525 0 233
23 526 0 234
177 527 0 235
178 528 0 236
5 529 0 237
77 530 0 238
179 531 0 239
180 532 0 240
181 533 0 241
26 366 0 242
182 534 0 243
26 535 0 244
183 536 0 245
41 537 0 246
184 529 0 247
132 538 0 248
185 337 1 249
52 539 0 250
186 540 1 251
161 541 0 252
187 531 0 253
188 542 1 254
189 543 0 255
190 544 1 256
191 545 0 257
192 366 0 258
193 485 0 259
180 546 0 260
0 547 0 261
157 548 0 262
132 549 0 263
194 516 0 264
195 550 0 265
196 551 1 266
197 399 0 267
198 552 0 268
199 553 1 269
200 351 0 270
201 554 0 271
200 555 0 272
202 556 0 273
95 557 0 274
95 558 0 275
203 383 0 276
200 559 0 277
40 560 0 278
